Bait	Prey	#Rep	#Pep	#Frag	AvgP	BFDR
EIF4A2	gi|21536326|gn|HNRNPUL1:11100| heterogeneous nuclear ribonucleoprotein U-like protein 1 isoform a [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.5355175	0.1727207
MEPCE	gi|21536326|gn|HNRNPUL1:11100| heterogeneous nuclear ribonucleoprotein U-like protein 1 isoform a [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.9975497	0.0003432
EIF4A2	gi|21536449|gn|PFDN1:5201| prefoldin subunit 1 [Homo sapiens]	3	1	5	0.0533841	0.5890659
MEPCE	gi|21536449|gn|PFDN1:5201| prefoldin subunit 1 [Homo sapiens]	3	1	5	0.0044249	0.6338300
EIF4A2	gi|215490011|gn|AIMP1:9255| aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform b precursor [Homo sapiens]	3	1	5	0.0235434	0.6098649
MEPCE	gi|215490011|gn|AIMP1:9255| aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform b precursor [Homo sapiens]	3	1	5	0.0033640	0.6360865
EIF4A2	gi|215490037|gn|MORF4L2:9643| mortality factor 4-like protein 2 [Homo sapiens]	3	1	5	0.1161636	0.5416743
MEPCE	gi|215490037|gn|MORF4L2:9643| mortality factor 4-like protein 2 [Homo sapiens]	3	1	5	0.0213111	0.6121452
EIF4A2	gi|215490056|gn|MGEA5:10724| bifunctional protein NCOAT isoform b [Homo sapiens]	3	1	5	0.1355594	0.5248361
MEPCE	gi|215490056|gn|MGEA5:10724| bifunctional protein NCOAT isoform b [Homo sapiens]	3	1	5	0.1563345	0.5066068
EIF4A2	gi|21614513|gn|ALDH1L1:10840| cytosolic 10-formyltetrahydrofolate dehydrogenase isoform 2 [Homo sapiens]	3	4	5|5|5|5	0.4374854	0.2443866
MEPCE	gi|21614513|gn|ALDH1L1:10840| cytosolic 10-formyltetrahydrofolate dehydrogenase isoform 2 [Homo sapiens]	3	4	5|5|5|5	0.2119113	0.4572034
EIF4A2	gi|21700763|gn|HN1L:90861| hematological and neurological expressed 1-like protein [Homo sapiens]	3	3	5|5|5	0.0053783	0.6318577
MEPCE	gi|21700763|gn|HN1L:90861| hematological and neurological expressed 1-like protein [Homo sapiens]	3	3	5|5|5	0.0023236	0.6377270
EIF4A2	gi|217035107|gn|CPSF7:79869| cleavage and polyadenylation specificity factor subunit 7 isoform 3 [Homo sapiens]	3	4	5|5|5|5	0.4570213	0.2262607
MEPCE	gi|217035107|gn|CPSF7:79869| cleavage and polyadenylation specificity factor subunit 7 isoform 3 [Homo sapiens]	3	4	5|5|5|5	0.3650540	0.3076582
EIF4A2	gi|217035152|gn|IMPDH1:3614| inosine-5'-monophosphate dehydrogenase 1 isoform d [Homo sapiens]	3	2	5|5	0.1412029	0.5183931
MEPCE	gi|217035152|gn|IMPDH1:3614| inosine-5'-monophosphate dehydrogenase 1 isoform d [Homo sapiens]	3	2	5|5	0.0483932	0.5925990
EIF4A2	gi|217330646|gn|SUB1:10923| activated RNA polymerase II transcriptional coactivator p15 [Homo sapiens]	3	10	5|5|5|5|5|5|10|5|5|5	0.0386508	0.5984735
MEPCE	gi|217330646|gn|SUB1:10923| activated RNA polymerase II transcriptional coactivator p15 [Homo sapiens]	3	10	5|5|5|5|5|5|10|5|5|5	0.1076387	0.5481109
EIF4A2	gi|21735621|gn|MDH2:4191| malate dehydrogenase, mitochondrial precursor [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.3201538	0.3482678
MEPCE	gi|21735621|gn|MDH2:4191| malate dehydrogenase, mitochondrial precursor [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.4563974	0.2275901
EIF4A2	gi|217416381|gn|C17orf79:55352| cooperator of PRMT5 [Homo sapiens]	3	3	5|5|5	0.2005334	0.4645322
MEPCE	gi|217416381|gn|C17orf79:55352| cooperator of PRMT5 [Homo sapiens]	3	3	5|5|5	0.4061621	0.2682953
EIF4A2	gi|219283152|gn|API5:8539| apoptosis inhibitor 5 isoform a [Homo sapiens]	3	1	10	0.6021612	0.1363090
MEPCE	gi|219283152|gn|API5:8539| apoptosis inhibitor 5 isoform a [Homo sapiens]	3	1	10	0.4902746	0.2015577
EIF4A2	gi|219555712|gn|EIF5A:1984| eukaryotic translation initiation factor 5A-1 isoform B [Homo sapiens]	3	4	5|5|5|5	0.0425106	0.5951205
MEPCE	gi|219555712|gn|EIF5A:1984| eukaryotic translation initiation factor 5A-1 isoform B [Homo sapiens]	3	4	5|5|5|5	0.0202990	0.6131184
EIF4A2	gi|219803946|gn|WIBG:84305| partner of Y14 and mago isoform 2 [Homo sapiens]	3	2	5|5	0.1267134	0.5319143
MEPCE	gi|219803946|gn|WIBG:84305| partner of Y14 and mago isoform 2 [Homo sapiens]	3	2	5|5	0.4640164	0.2190613
EIF4A2	gi|219842262|gn|COPS2:9318| COP9 signalosome complex subunit 2 isoform 2 [Homo sapiens]	3	1	5	0.6666468	0.1043211
MEPCE	gi|219842262|gn|COPS2:9318| COP9 signalosome complex subunit 2 isoform 2 [Homo sapiens]	3	1	5	0.0749370	0.5735110
EIF4A2	gi|22035588|gn|MRPL24:79590| 39S ribosomal protein L24, mitochondrial [Homo sapiens]	3	2	5|5	0.3534697	0.3172035
MEPCE	gi|22035588|gn|MRPL24:79590| 39S ribosomal protein L24, mitochondrial [Homo sapiens]	3	2	5|5	0.6608362	0.1078049
EIF4A2	gi|221136939|gn|PRPF31:26121| U4/U6 small nuclear ribonucleoprotein Prp31 [Homo sapiens]	3	22	5|5|5|5|5|5|5|5|5|10|4|5|5|5|5|5|5|10|5|5|5|5	0.4115624	0.2630434
MEPCE	gi|221136939|gn|PRPF31:26121| U4/U6 small nuclear ribonucleoprotein Prp31 [Homo sapiens]	3	22	5|5|5|5|5|5|5|5|5|10|4|5|5|5|5|5|5|10|5|5|5|5	0.9983256	0.0002571
EIF4A2	gi|221316632|gn|COPB1:1315| coatomer subunit beta [Homo sapiens]	3	9	5|5|3|5|5|5|5|5|5	0.1159856	0.5420443
MEPCE	gi|221316632|gn|COPB1:1315| coatomer subunit beta [Homo sapiens]	3	9	5|5|3|5|5|5|5|5|5	0.0778168	0.5717757
EIF4A2	gi|22202631|gn|AIFM1:9131| apoptosis-inducing factor 1, mitochondrial isoform 3 [Homo sapiens]	3	1	5	0.0317679	0.6041172
MEPCE	gi|22202631|gn|AIFM1:9131| apoptosis-inducing factor 1, mitochondrial isoform 3 [Homo sapiens]	3	1	5	0.2094930	0.4590390
EIF4A2	gi|22202633|gn|PFDN5:5204| prefoldin subunit 5 isoform alpha [Homo sapiens]	3	1	5	0.3896043	0.2850948
MEPCE	gi|22202633|gn|PFDN5:5204| prefoldin subunit 5 isoform alpha [Homo sapiens]	3	1	5	0.0703473	0.5769672
EIF4A2	gi|22202637|gn|PFDN5:5204| prefoldin subunit 5 isoform gamma [Homo sapiens]	3	2	5|5	0.6948215	0.0887109
MEPCE	gi|22202637|gn|PFDN5:5204| prefoldin subunit 5 isoform gamma [Homo sapiens]	3	2	5|5	0.4705178	0.2140338
EIF4A2	gi|22208967|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform a [Homo sapiens]	3	1	5	0.1169015	0.5409332
MEPCE	gi|22208967|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform a [Homo sapiens]	3	1	5	0.2327097	0.4358340
EIF4A2	gi|22208979|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform b [Homo sapiens]	3	1	5	0.0038484	0.6345842
MEPCE	gi|22208979|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform b [Homo sapiens]	3	1	5	0.0475079	0.5929349
EIF4A2	gi|222136639|gn|MTHFD1:4522| C-1-tetrahydrofolate synthase, cytoplasmic [Homo sapiens]	3	26	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.5409700	0.1688061
MEPCE	gi|222136639|gn|MTHFD1:4522| C-1-tetrahydrofolate synthase, cytoplasmic [Homo sapiens]	3	26	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.5270043	0.1771314
EIF4A2	gi|222144262|gn|PSMB5:5693| proteasome subunit beta type-5 isoform 3 [Homo sapiens]	3	2	5|5	0.0044961	0.6335276
MEPCE	gi|222144262|gn|PSMB5:5693| proteasome subunit beta type-5 isoform 3 [Homo sapiens]	3	2	5|5	0.0044804	0.6336789
EIF4A2	gi|222144326|gn|MYL12B:103910| myosin regulatory light chain 12B [Homo sapiens]	3	3	5|5|5	0.0397315	0.5976379
MEPCE	gi|222144326|gn|MYL12B:103910| myosin regulatory light chain 12B [Homo sapiens]	3	3	5|5|5	0.0322550	0.6039524
EIF4A2	gi|222352151|gn|PCBP1:5093| poly(rC)-binding protein 1 [Homo sapiens]	3	4	5|5|5|5	0.8158827	0.0421762
MEPCE	gi|222352151|gn|PCBP1:5093| poly(rC)-binding protein 1 [Homo sapiens]	3	4	5|5|5|5	0.4461824	0.2371588
EIF4A2	gi|222352164|gn|NELL1:4745| protein kinase C-binding protein NELL1 isoform 1 precursor [Homo sapiens]	3	1	4	0.9732954	0.0047894
MEPCE	gi|222352164|gn|NELL1:4745| protein kinase C-binding protein NELL1 isoform 1 precursor [Homo sapiens]	3	1	4	0.0960596	0.5571597
EIF4A2	gi|223029410|gn|TLN1:7094| talin-1 [Homo sapiens]	3	6	5|5|5|5|5|5	0.4277957	0.2519168
MEPCE	gi|223029410|gn|TLN1:7094| talin-1 [Homo sapiens]	3	6	5|5|5|5|5|5	0.3283468	0.3405266
EIF4A2	gi|223278379|gn|RRP12:23223| RRP12-like protein isoform 1 [Homo sapiens]	3	2	5|5	0.0363803	0.6003062
MEPCE	gi|223278379|gn|RRP12:23223| RRP12-like protein isoform 1 [Homo sapiens]	3	2	5|5	0.0700388	0.5774838
EIF4A2	gi|223555917|gn|MTDH:92140| protein LYRIC [Homo sapiens]	3	1	5	0.5808870	0.1467021
MEPCE	gi|223555917|gn|MTDH:92140| protein LYRIC [Homo sapiens]	3	1	5	0.9736873	0.0046767
EIF4A2	gi|223555975|gn|TPM4:7171| tropomyosin alpha-4 chain isoform 1 [Homo sapiens]	3	5	5|5|5|5|5	0.1670716	0.4957202
MEPCE	gi|223555975|gn|TPM4:7171| tropomyosin alpha-4 chain isoform 1 [Homo sapiens]	3	5	5|5|5|5|5	0.0950432	0.5578764
EIF4A2	gi|224028246|gn|NONO:4841| non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens]	3	17	5|5|5|5|5|10|5|10|5|5|10|5|5|5|5|5|5	0.9998817	0.0000188
MEPCE	gi|224028246|gn|NONO:4841| non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens]	3	17	5|5|5|5|5|10|5|10|5|5|10|5|5|5|5|5|5	0.8033215	0.0474328
EIF4A2	gi|224451142|gn|STMN1:3925| stathmin isoform b [Homo sapiens]	3	2	5|5	0.3268776	0.3434529
MEPCE	gi|224451142|gn|STMN1:3925| stathmin isoform b [Homo sapiens]	3	2	5|5	0.5708766	0.1541133
EIF4A2	gi|224493972|gn|TXNDC5:81567| thioredoxin domain-containing protein 5 isoform 3 [Homo sapiens]	3	1	5	0.3107993	0.3595608
MEPCE	gi|224493972|gn|TXNDC5:81567| thioredoxin domain-containing protein 5 isoform 3 [Homo sapiens]	3	1	5	0.3085276	0.3617034
EIF4A2	gi|224549005|gn|RBM17:84991| splicing factor 45 [Homo sapiens]	3	2	5|5	0.1983552	0.4672527
MEPCE	gi|224549005|gn|RBM17:84991| splicing factor 45 [Homo sapiens]	3	2	5|5	0.2535493	0.4131476
EIF4A2	gi|224586882|gn|CSDA:8531| DNA-binding protein A isoform a [Homo sapiens]	3	1	5	0.7416420	0.0723166
MEPCE	gi|224586882|gn|CSDA:8531| DNA-binding protein A isoform a [Homo sapiens]	3	1	5	0.7468119	0.0709205
EIF4A2	gi|224586884|gn|CSDA:8531| DNA-binding protein A isoform b [Homo sapiens]	3	7	5|10|5|5|5|5|5	0.9999915	0.0000014
MEPCE	gi|224586884|gn|CSDA:8531| DNA-binding protein A isoform b [Homo sapiens]	3	7	5|10|5|5|5|5|5	0.9963604	0.0005925
EIF4A2	gi|224809327|gn|FKBP5:2289| peptidyl-prolyl cis-trans isomerase FKBP5 isoform 1 [Homo sapiens]	3	1	5	0.0342366	0.6018021
MEPCE	gi|224809327|gn|FKBP5:2289| peptidyl-prolyl cis-trans isomerase FKBP5 isoform 1 [Homo sapiens]	3	1	5	0.1263253	0.5326733
EIF4A2	gi|224831253|gn|OPA1:4976| dynamin-like 120 kDa protein, mitochondrial isoform 8 [Homo sapiens]	3	1	5	0.0085003	0.6269386
MEPCE	gi|224831253|gn|OPA1:4976| dynamin-like 120 kDa protein, mitochondrial isoform 8 [Homo sapiens]	3	1	5	0.0077437	0.6281774
EIF4A2	gi|22538465|gn|PSMB3:5691| proteasome subunit beta type-3 [Homo sapiens]	3	6	5|5|5|5|5|5	0.2785759	0.3887738
MEPCE	gi|22538465|gn|PSMB3:5691| proteasome subunit beta type-3 [Homo sapiens]	3	6	5|5|5|5|5|5	0.2966808	0.3728150
EIF4A2	gi|22538467|gn|PSMB4:5692| proteasome subunit beta type-4 [Homo sapiens]	3	6	10|5|5|5|5|5	0.2334663	0.4348495
MEPCE	gi|22538467|gn|PSMB4:5692| proteasome subunit beta type-4 [Homo sapiens]	3	6	10|5|5|5|5|5	0.0896487	0.5626892
EIF4A2	gi|225543215|gn|MKI67:4288| antigen KI-67 isoform 2 [Homo sapiens]	3	1	5	0.8658024	0.0279015
MEPCE	gi|225543215|gn|MKI67:4288| antigen KI-67 isoform 2 [Homo sapiens]	3	1	5	0.3752664	0.2952605
EIF4A2	gi|225543288|gn|SAE1:10055| SUMO-activating enzyme subunit 1 isoform c [Homo sapiens]	3	2	5|5	0.0575737	0.5865287
MEPCE	gi|225543288|gn|SAE1:10055| SUMO-activating enzyme subunit 1 isoform c [Homo sapiens]	3	2	5|5	0.1039125	0.5506666
EIF4A2	gi|225579074|gn|SARS2:54938| serine--tRNA ligase, mitochondrial isoform a precursor [Homo sapiens]	3	2	5|5	0.4518714	0.2328460
MEPCE	gi|225579074|gn|SARS2:54938| serine--tRNA ligase, mitochondrial isoform a precursor [Homo sapiens]	3	2	5|5	0.4491908	0.2350065
EIF4A2	gi|225690604|gn|SNCA:6622| alpha-synuclein isoform NACP140 [Homo sapiens]	3	3	5|5|5	0.0945321	0.5584135
MEPCE	gi|225690604|gn|SNCA:6622| alpha-synuclein isoform NACP140 [Homo sapiens]	3	3	5|5|5	0.2728306	0.3944093
EIF4A2	gi|226246671|gn|RPS20:6224| 40S ribosomal protein S20 isoform 1 [Homo sapiens]	3	2	5|5	0.5165892	0.1834656
MEPCE	gi|226246671|gn|RPS20:6224| 40S ribosomal protein S20 isoform 1 [Homo sapiens]	3	2	5|5	0.8666728	0.0271694
EIF4A2	gi|226371618|gn|SRP54:6729| signal recognition particle 54 kDa protein isoform 2 [Homo sapiens]	3	3	5|5|5	0.4542225	0.2293545
MEPCE	gi|226371618|gn|SRP54:6729| signal recognition particle 54 kDa protein isoform 2 [Homo sapiens]	3	3	5|5|5	0.1602229	0.5027460
EIF4A2	gi|226371750|gn|TUT1:64852| speckle targeted PIP5K1A-regulated poly(A) polymerase [Homo sapiens]	3	1	5	0.3669272	0.3058698
MEPCE	gi|226371750|gn|TUT1:64852| speckle targeted PIP5K1A-regulated poly(A) polymerase [Homo sapiens]	3	1	5	0.9982927	0.0002699
EIF4A2	gi|226371754|gn|KATNAL2:83473| katanin p60 ATPase-containing subunit A-like 2 [Homo sapiens]	3	1	5	0.0031551	0.6366844
MEPCE	gi|226371754|gn|KATNAL2:83473| katanin p60 ATPase-containing subunit A-like 2 [Homo sapiens]	3	1	5	0.0072806	0.6289486
EIF4A2	gi|22748747|gn|LSM12:124801| protein LSM12 homolog [Homo sapiens]	3	4	5|5|5|5	0.9907550	0.0012795
MEPCE	gi|22748747|gn|LSM12:124801| protein LSM12 homolog [Homo sapiens]	3	4	5|5|5|5	0.3669426	0.3055102
EIF4A2	gi|228008291|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 1 [Homo sapiens]	3	1	5	0.9222446	0.0155864
MEPCE	gi|228008291|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 1 [Homo sapiens]	3	1	5	0.9533468	0.0088118
EIF4A2	gi|228008400|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 6 [Homo sapiens]	3	6	5|5|5|5|5|5	0.9998836	0.0000174
MEPCE	gi|228008400|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 6 [Homo sapiens]	3	6	5|5|5|5|5|5	0.9999989	0.0000001
EIF4A2	gi|23110925|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 1 proprotein [Homo sapiens]	3	2	5|5	0.0093623	0.6258505
MEPCE	gi|23110925|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 1 proprotein [Homo sapiens]	3	2	5|5	0.0600573	0.5843255
EIF4A2	gi|23110935|gn|PSMA1:5682| proteasome subunit alpha type-1 isoform 1 [Homo sapiens]	3	10	5|5|5|5|5|10|5|5|5|5	0.2558836	0.4104902
MEPCE	gi|23110935|gn|PSMA1:5682| proteasome subunit alpha type-1 isoform 1 [Homo sapiens]	3	10	5|5|5|5|5|10|5|5|5|5	0.2815428	0.3850581
EIF4A2	gi|23110939|gn|PSMA3:5684| proteasome subunit alpha type-3 isoform 2 [Homo sapiens]	3	6	5|10|5|5|5|5	0.0267601	0.6075730
MEPCE	gi|23110939|gn|PSMA3:5684| proteasome subunit alpha type-3 isoform 2 [Homo sapiens]	3	6	5|10|5|5|5|5	0.0701507	0.5771395
EIF4A2	gi|23110942|gn|PSMA5:5686| proteasome subunit alpha type-5 isoform 1 [Homo sapiens]	3	3	5|5|5	0.0730756	0.5752420
MEPCE	gi|23110942|gn|PSMA5:5686| proteasome subunit alpha type-5 isoform 1 [Homo sapiens]	3	3	5|5|5	0.0130276	0.6208248
EIF4A2	gi|23110944|gn|PSMA6:5687| proteasome subunit alpha type-6 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.1731462	0.4894013
MEPCE	gi|23110944|gn|PSMA6:5687| proteasome subunit alpha type-6 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.1113272	0.5457275
EIF4A2	gi|23308577|gn|PHGDH:26227| D-3-phosphoglycerate dehydrogenase [Homo sapiens]	3	10	5|5|5|5|5|5|5|5|5|5	0.3051063	0.3653452
MEPCE	gi|23308577|gn|PHGDH:26227| D-3-phosphoglycerate dehydrogenase [Homo sapiens]	3	10	5|5|5|5|5|5|5|5|5|5	0.1729148	0.4898269
EIF4A2	gi|23397429|gn|EIF3M:10480| eukaryotic translation initiation factor 3 subunit M [Homo sapiens]	3	22	5|5|5|5|10|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5	0.9999825	0.0000020
MEPCE	gi|23397429|gn|EIF3M:10480| eukaryotic translation initiation factor 3 subunit M [Homo sapiens]	3	22	5|5|5|5|10|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5	0.6749126	0.0983168
EIF4A2	gi|23503295|gn|CSNK2B:1460| casein kinase II subunit beta [Homo sapiens]	3	2	5|5	0.8011495	0.0487470
MEPCE	gi|23503295|gn|CSNK2B:1460| casein kinase II subunit beta [Homo sapiens]	3	2	5|5	0.5730542	0.1531318
EIF4A2	gi|23510283|gn|ELP3:55140| elongator complex protein 3 [Homo sapiens]	3	1	5	0.0330016	0.6029613
MEPCE	gi|23510283|gn|ELP3:55140| elongator complex protein 3 [Homo sapiens]	3	1	5	0.0092851	0.6260062
EIF4A2	gi|23510340|gn|UBA1:7317| ubiquitin-like modifier-activating enzyme 1 [Homo sapiens]	3	18	10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1352045	0.5254145
MEPCE	gi|23510340|gn|UBA1:7317| ubiquitin-like modifier-activating enzyme 1 [Homo sapiens]	3	18	10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1782541	0.4853326
EIF4A2	gi|23510356|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 1 [Homo sapiens]	3	3	5|5|5	0.0804831	0.5709080
MEPCE	gi|23510356|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 1 [Homo sapiens]	3	3	5|5|5	0.5641057	0.1570552
EIF4A2	gi|23510358|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 2 [Homo sapiens]	3	3	5|5|5	0.0700458	0.5773117
MEPCE	gi|23510358|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 2 [Homo sapiens]	3	3	5|5|5	0.3287971	0.3398718
EIF4A2	gi|23510448|gn|MCM5:4174| DNA replication licensing factor MCM5 [Homo sapiens]	3	15	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3360210	0.3325756
MEPCE	gi|23510448|gn|MCM5:4174| DNA replication licensing factor MCM5 [Homo sapiens]	3	15	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3881474	0.2866112
EIF4A2	gi|237649015|gn|EBNA1BP2:10969| probable rRNA-processing protein EBP2 isoform 2 [Homo sapiens]	3	1	5	0.3765335	0.2941376
MEPCE	gi|237649015|gn|EBNA1BP2:10969| probable rRNA-processing protein EBP2 isoform 2 [Homo sapiens]	3	1	5	0.9630470	0.0067707
EIF4A2	gi|237649049|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 2 [Homo sapiens]	3	3	10|5|5	0.0327326	0.6032921
MEPCE	gi|237649049|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 2 [Homo sapiens]	3	3	10|5|5	0.0036509	0.6348855
EIF4A2	gi|237681109|gn|ATP1A1:476| sodium/potassium-transporting ATPase subunit alpha-1 isoform c [Homo sapiens]	3	3	5|5|5	0.2368439	0.4308740
MEPCE	gi|237681109|gn|ATP1A1:476| sodium/potassium-transporting ATPase subunit alpha-1 isoform c [Homo sapiens]	3	3	5|5|5	0.2355299	0.4318720
EIF4A2	gi|238624257|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 2 [Homo sapiens]	3	7	5|5|5|5|5|5|10	0.9999983	0.0000002
MEPCE	gi|238624257|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 2 [Homo sapiens]	3	7	5|5|5|5|5|5|10	0.7697210	0.0617406
EIF4A2	gi|238776833|gn|ALYREF:10189| THO complex subunit 4 [Homo sapiens]	3	10	5|5|5|5|5|5|10|5|5|5	0.3845527	0.2896333
MEPCE	gi|238776833|gn|ALYREF:10189| THO complex subunit 4 [Homo sapiens]	3	10	5|5|5|5|5|5|10|5|5|5	0.6787408	0.0957788
EIF4A2	gi|239937451|gn|AHCY:191| adenosylhomocysteinase isoform 2 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.5273554	0.1761542
MEPCE	gi|239937451|gn|AHCY:191| adenosylhomocysteinase isoform 2 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.2599920	0.4078244
EIF4A2	gi|241982780|gn|PDCD6IP:10015| programmed cell death 6-interacting protein isoform 2 [Homo sapiens]	3	1	5	0.0414650	0.5959616
MEPCE	gi|241982780|gn|PDCD6IP:10015| programmed cell death 6-interacting protein isoform 2 [Homo sapiens]	3	1	5	0.6693230	0.1038268
EIF4A2	gi|242117893|gn|BAX:581| apoptosis regulator BAX isoform sigma [Homo sapiens]	3	2	5|5	0.5789244	0.1486906
MEPCE	gi|242117893|gn|BAX:581| apoptosis regulator BAX isoform sigma [Homo sapiens]	3	2	5|5	0.2685621	0.3977475
EIF4A2	gi|242117971|gn|RBMXL1:494115| RNA binding motif protein, X-linked-like-1 [Homo sapiens]	3	4	5|5|5|5	0.5192602	0.1805452
MEPCE	gi|242117971|gn|RBMXL1:494115| RNA binding motif protein, X-linked-like-1 [Homo sapiens]	3	4	5|5|5|5	0.6532580	0.1107913
EIF4A2	gi|242247001|gn|CLTCL1:8218| clathrin heavy chain 2 isoform 2 [Homo sapiens]	3	10	5|5|5|5|5|5|5|5|5|5	0.2234261	0.4466775
MEPCE	gi|242247001|gn|CLTCL1:8218| clathrin heavy chain 2 isoform 2 [Homo sapiens]	3	10	5|5|5|5|5|5|5|5|5|5	0.2010135	0.4636198
EIF4A2	gi|24234683|gn|USP11:8237| ubiquitin carboxyl-terminal hydrolase 11 [Homo sapiens]	3	1	5	0.2906925	0.3772323
MEPCE	gi|24234683|gn|USP11:8237| ubiquitin carboxyl-terminal hydrolase 11 [Homo sapiens]	3	1	5	0.9999465	0.0000088
EIF4A2	gi|24234686|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 2 [Homo sapiens]	3	17	5|5|5|5|5|10|10|5|5|5|5|5|5|10|5|10|5	0.0388944	0.5981394
MEPCE	gi|24234686|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 2 [Homo sapiens]	3	17	5|5|5|5|5|10|10|5|5|5|5|5|5|10|5|10|5	0.0132598	0.6203488
EIF4A2	gi|24234688|gn|HSPA9:3313| stress-70 protein, mitochondrial precursor [Homo sapiens]	3	24	5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5	0.1555543	0.5070109
MEPCE	gi|24234688|gn|HSPA9:3313| stress-70 protein, mitochondrial precursor [Homo sapiens]	3	24	5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5	0.2235489	0.4464408
EIF4A2	gi|24234690|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 2 [Homo sapiens]	3	1	5	0.3545232	0.3165052
MEPCE	gi|24234690|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 2 [Homo sapiens]	3	1	5	0.5806825	0.1476983
EIF4A2	gi|24234699|gn|KRT19:3880| keratin, type I cytoskeletal 19 [Homo sapiens]	3	4	5|5|5|5	0.7150363	0.0823238
MEPCE	gi|24234699|gn|KRT19:3880| keratin, type I cytoskeletal 19 [Homo sapiens]	3	4	5|5|5|5	0.6160596	0.1308946
EIF4A2	gi|24307919|gn|SNRNP27:11017| U4/U6	3	1	25	0.0831482	0.5688250
MEPCE	gi|24307919|gn|SNRNP27:11017| U4/U6	3	1	25	0.3904394	0.2839513
EIF4A2	gi|24307939|gn|CCT5:22948| T-complex protein 1 subunit epsilon [Homo sapiens]	3	19	10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5	0.0460145	0.5936068
MEPCE	gi|24307939|gn|CCT5:22948| T-complex protein 1 subunit epsilon [Homo sapiens]	3	19	10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5	0.0852341	0.5669052
EIF4A2	gi|24307971|gn|STK38L:23012| serine/threonine-protein kinase 38-like [Homo sapiens]	3	11	5|5|5|5|5|10|5|5|5|5|5	0.1769718	0.4866194
MEPCE	gi|24307971|gn|STK38L:23012| serine/threonine-protein kinase 38-like [Homo sapiens]	3	11	5|5|5|5|5|10|5|5|5|5|5	0.1611373	0.5023372
EIF4A2	gi|24308207|gn|LRRC47:57470| leucine-rich repeat-containing protein 47 [Homo sapiens]	3	3	5|5|5	0.3432670	0.3265076
MEPCE	gi|24308207|gn|LRRC47:57470| leucine-rich repeat-containing protein 47 [Homo sapiens]	3	3	5|5|5	0.3349716	0.3332459
EIF4A2	gi|24308295|gn|GRPEL1:80273| grpE protein homolog 1, mitochondrial precursor [Homo sapiens]	3	2	5|5	0.2096232	0.4588099
