Bait	Prey	#Rep	#Pep	AvgP	BFDR
EIF4A2	gi|222144326|gn|MYL12B:103910| myosin regulatory light chain 12B [Homo sapiens]	3	3	0.0087636	0.6084672
MEPCE	gi|222144326|gn|MYL12B:103910| myosin regulatory light chain 12B [Homo sapiens]	3	3	0.0221414	0.5742245
EIF4A2	gi|222352151|gn|PCBP1:5093| poly(rC)-binding protein 1 [Homo sapiens]	3	4	0.7752820	0.0387338
MEPCE	gi|222352151|gn|PCBP1:5093| poly(rC)-binding protein 1 [Homo sapiens]	3	4	0.3285146	0.2855673
EIF4A2	gi|222352164|gn|NELL1:4745| protein kinase C-binding protein NELL1 isoform 1 precursor [Homo sapiens]	3	1	0.9419231	0.0065292
MEPCE	gi|222352164|gn|NELL1:4745| protein kinase C-binding protein NELL1 isoform 1 precursor [Homo sapiens]	3	1	0.1026164	0.4877318
EIF4A2	gi|223029410|gn|TLN1:7094| talin-1 [Homo sapiens]	3	6	0.3619835	0.2545205
MEPCE	gi|223029410|gn|TLN1:7094| talin-1 [Homo sapiens]	3	6	0.2521317	0.3501152
EIF4A2	gi|223278379|gn|RRP12:23223| RRP12-like protein isoform 1 [Homo sapiens]	3	2	0.0009116	0.6548664
MEPCE	gi|223278379|gn|RRP12:23223| RRP12-like protein isoform 1 [Homo sapiens]	3	2	0.0787830	0.5105450
EIF4A2	gi|223555917|gn|MTDH:92140| protein LYRIC [Homo sapiens]	3	1	0.2623836	0.3425102
MEPCE	gi|223555917|gn|MTDH:92140| protein LYRIC [Homo sapiens]	3	1	0.9295177	0.0077605
EIF4A2	gi|223555975|gn|TPM4:7171| tropomyosin alpha-4 chain isoform 1 [Homo sapiens]	3	5	0.0929253	0.4953721
MEPCE	gi|223555975|gn|TPM4:7171| tropomyosin alpha-4 chain isoform 1 [Homo sapiens]	3	5	0.0256940	0.5682409
EIF4A2	gi|224028246|gn|NONO:4841| non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens]	3	17	0.9997411	0.0000175
MEPCE	gi|224028246|gn|NONO:4841| non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens]	3	17	0.8634351	0.0193674
EIF4A2	gi|224451142|gn|STMN1:3925| stathmin isoform b [Homo sapiens]	3	2	0.3115875	0.2982405
MEPCE	gi|224451142|gn|STMN1:3925| stathmin isoform b [Homo sapiens]	3	2	0.5924879	0.1190759
EIF4A2	gi|224493972|gn|TXNDC5:81567| thioredoxin domain-containing protein 5 isoform 3 [Homo sapiens]	3	1	0.2496865	0.3529927
MEPCE	gi|224493972|gn|TXNDC5:81567| thioredoxin domain-containing protein 5 isoform 3 [Homo sapiens]	3	1	0.2846846	0.3222620
EIF4A2	gi|224549005|gn|RBM17:84991| splicing factor 45 [Homo sapiens]	3	2	0.1939640	0.4008122
MEPCE	gi|224549005|gn|RBM17:84991| splicing factor 45 [Homo sapiens]	3	2	0.3207170	0.2913205
EIF4A2	gi|224586882|gn|CSDA:8531| DNA-binding protein A isoform a [Homo sapiens]	3	1	0.8801995	0.0169942
MEPCE	gi|224586882|gn|CSDA:8531| DNA-binding protein A isoform a [Homo sapiens]	3	1	0.8392804	0.0238796
EIF4A2	gi|224586884|gn|CSDA:8531| DNA-binding protein A isoform b [Homo sapiens]	3	7	1.0000000	0.0000000
MEPCE	gi|224586884|gn|CSDA:8531| DNA-binding protein A isoform b [Homo sapiens]	3	7	0.9999983	0.0000001
EIF4A2	gi|224809327|gn|FKBP5:2289| peptidyl-prolyl cis-trans isomerase FKBP5 isoform 1 [Homo sapiens]	3	1	0.0014904	0.6492472
MEPCE	gi|224809327|gn|FKBP5:2289| peptidyl-prolyl cis-trans isomerase FKBP5 isoform 1 [Homo sapiens]	3	1	0.0226922	0.5731649
EIF4A2	gi|224831253|gn|OPA1:4976| dynamin-like 120 kDa protein, mitochondrial isoform 8 [Homo sapiens]	3	1	0.0090514	0.6071759
MEPCE	gi|224831253|gn|OPA1:4976| dynamin-like 120 kDa protein, mitochondrial isoform 8 [Homo sapiens]	3	1	0.0139279	0.5908682
EIF4A2	gi|22538465|gn|PSMB3:5691| proteasome subunit beta type-3 [Homo sapiens]	3	6	0.1694942	0.4220913
MEPCE	gi|22538465|gn|PSMB3:5691| proteasome subunit beta type-3 [Homo sapiens]	3	6	0.1754766	0.4155158
EIF4A2	gi|22538467|gn|PSMB4:5692| proteasome subunit beta type-4 [Homo sapiens]	3	6	0.0545082	0.5342545
MEPCE	gi|22538467|gn|PSMB4:5692| proteasome subunit beta type-4 [Homo sapiens]	3	6	0.0097923	0.6047578
EIF4A2	gi|225543215|gn|MKI67:4288| antigen KI-67 isoform 2 [Homo sapiens]	3	1	0.9913119	0.0005386
MEPCE	gi|225543215|gn|MKI67:4288| antigen KI-67 isoform 2 [Homo sapiens]	3	1	0.3567050	0.2585043
EIF4A2	gi|225543288|gn|SAE1:10055| SUMO-activating enzyme subunit 1 isoform c [Homo sapiens]	3	2	0.0069308	0.6144553
MEPCE	gi|225543288|gn|SAE1:10055| SUMO-activating enzyme subunit 1 isoform c [Homo sapiens]	3	2	0.0057059	0.6204572
EIF4A2	gi|225579074|gn|SARS2:54938| serine--tRNA ligase, mitochondrial isoform a precursor [Homo sapiens]	3	2	0.2503218	0.3522759
MEPCE	gi|225579074|gn|SARS2:54938| serine--tRNA ligase, mitochondrial isoform a precursor [Homo sapiens]	3	2	0.2613037	0.3439699
EIF4A2	gi|225690604|gn|SNCA:6622| alpha-synuclein isoform NACP140 [Homo sapiens]	3	3	0.0058799	0.6195852
MEPCE	gi|225690604|gn|SNCA:6622| alpha-synuclein isoform NACP140 [Homo sapiens]	3	3	0.3185255	0.2921376
EIF4A2	gi|226246671|gn|RPS20:6224| 40S ribosomal protein S20 isoform 1 [Homo sapiens]	3	2	0.6416082	0.0992448
MEPCE	gi|226246671|gn|RPS20:6224| 40S ribosomal protein S20 isoform 1 [Homo sapiens]	3	2	0.9567273	0.0039276
EIF4A2	gi|226371618|gn|SRP54:6729| signal recognition particle 54 kDa protein isoform 2 [Homo sapiens]	3	3	0.4942646	0.1685280
MEPCE	gi|226371618|gn|SRP54:6729| signal recognition particle 54 kDa protein isoform 2 [Homo sapiens]	3	3	0.1172390	0.4740431
EIF4A2	gi|226371750|gn|TUT1:64852| speckle targeted PIP5K1A-regulated poly(A) polymerase [Homo sapiens]	3	1	0.5830056	0.1240096
MEPCE	gi|226371750|gn|TUT1:64852| speckle targeted PIP5K1A-regulated poly(A) polymerase [Homo sapiens]	3	1	1.0000000	0.0000000
EIF4A2	gi|226371754|gn|KATNAL2:83473| katanin p60 ATPase-containing subunit A-like 2 [Homo sapiens]	3	1	0.0019407	0.6448407
MEPCE	gi|226371754|gn|KATNAL2:83473| katanin p60 ATPase-containing subunit A-like 2 [Homo sapiens]	3	1	0.0041625	0.6294773
EIF4A2	gi|22748747|gn|LSM12:124801| protein LSM12 homolog [Homo sapiens]	3	4	0.9911576	0.0005711
MEPCE	gi|22748747|gn|LSM12:124801| protein LSM12 homolog [Homo sapiens]	3	4	0.2619069	0.3428757
EIF4A2	gi|228008291|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 1 [Homo sapiens]	3	1	0.9999791	0.0000008
MEPCE	gi|228008291|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 1 [Homo sapiens]	3	1	0.9999961	0.0000002
EIF4A2	gi|228008400|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 6 [Homo sapiens]	3	6	1.0000000	0.0000000
MEPCE	gi|228008400|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 6 [Homo sapiens]	3	6	1.0000000	0.0000000
EIF4A2	gi|23110925|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 1 proprotein [Homo sapiens]	3	2	0.0022708	0.6412699
MEPCE	gi|23110925|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 1 proprotein [Homo sapiens]	3	2	0.0098772	0.6041960
EIF4A2	gi|23110935|gn|PSMA1:5682| proteasome subunit alpha type-1 isoform 1 [Homo sapiens]	3	10	0.2038492	0.3926439
MEPCE	gi|23110935|gn|PSMA1:5682| proteasome subunit alpha type-1 isoform 1 [Homo sapiens]	3	10	0.3079291	0.2994525
EIF4A2	gi|23110939|gn|PSMA3:5684| proteasome subunit alpha type-3 isoform 2 [Homo sapiens]	3	6	0.0058697	0.6197599
MEPCE	gi|23110939|gn|PSMA3:5684| proteasome subunit alpha type-3 isoform 2 [Homo sapiens]	3	6	0.0431103	0.5468736
EIF4A2	gi|23110942|gn|PSMA5:5686| proteasome subunit alpha type-5 isoform 1 [Homo sapiens]	3	3	0.0103013	0.6015543
MEPCE	gi|23110942|gn|PSMA5:5686| proteasome subunit alpha type-5 isoform 1 [Homo sapiens]	3	3	0.0019518	0.6446869
EIF4A2	gi|23110944|gn|PSMA6:5687| proteasome subunit alpha type-6 [Homo sapiens]	3	8	0.2769923	0.3291045
MEPCE	gi|23110944|gn|PSMA6:5687| proteasome subunit alpha type-6 [Homo sapiens]	3	8	0.0968629	0.4924867
EIF4A2	gi|23308577|gn|PHGDH:26227| D-3-phosphoglycerate dehydrogenase [Homo sapiens]	3	10	0.2198278	0.3768622
MEPCE	gi|23308577|gn|PHGDH:26227| D-3-phosphoglycerate dehydrogenase [Homo sapiens]	3	10	0.1324730	0.4557974
EIF4A2	gi|23397429|gn|EIF3M:10480| eukaryotic translation initiation factor 3 subunit M [Homo sapiens]	3	22	0.9999999	0.0000000
MEPCE	gi|23397429|gn|EIF3M:10480| eukaryotic translation initiation factor 3 subunit M [Homo sapiens]	3	22	0.6369104	0.1011531
EIF4A2	gi|23503295|gn|CSNK2B:1460| casein kinase II subunit beta [Homo sapiens]	3	2	0.5930107	0.1180843
MEPCE	gi|23503295|gn|CSNK2B:1460| casein kinase II subunit beta [Homo sapiens]	3	2	0.3764351	0.2428163
EIF4A2	gi|23510283|gn|ELP3:55140| elongator complex protein 3 [Homo sapiens]	3	1	0.0032052	0.6353823
MEPCE	gi|23510283|gn|ELP3:55140| elongator complex protein 3 [Homo sapiens]	3	1	0.0013929	0.6498469
EIF4A2	gi|23510340|gn|UBA1:7317| ubiquitin-like modifier-activating enzyme 1 [Homo sapiens]	3	18	0.1370353	0.4517482
MEPCE	gi|23510340|gn|UBA1:7317| ubiquitin-like modifier-activating enzyme 1 [Homo sapiens]	3	18	0.1324276	0.4560853
EIF4A2	gi|23510356|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 1 [Homo sapiens]	3	3	0.1048718	0.4858747
MEPCE	gi|23510356|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 1 [Homo sapiens]	3	3	0.8249259	0.0282115
EIF4A2	gi|23510358|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 2 [Homo sapiens]	3	3	0.0341960	0.5577211
MEPCE	gi|23510358|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 2 [Homo sapiens]	3	3	0.4324149	0.2007939
EIF4A2	gi|23510448|gn|MCM5:4174| DNA replication licensing factor MCM5 [Homo sapiens]	3	15	0.2079285	0.3886668
MEPCE	gi|23510448|gn|MCM5:4174| DNA replication licensing factor MCM5 [Homo sapiens]	3	15	0.2428489	0.3572720
EIF4A2	gi|237649015|gn|EBNA1BP2:10969| probable rRNA-processing protein EBP2 isoform 2 [Homo sapiens]	3	1	0.4553590	0.1920336
MEPCE	gi|237649015|gn|EBNA1BP2:10969| probable rRNA-processing protein EBP2 isoform 2 [Homo sapiens]	3	1	1.0000000	0.0000000
EIF4A2	gi|237649049|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 2 [Homo sapiens]	3	3	0.0099649	0.6036327
MEPCE	gi|237649049|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 2 [Homo sapiens]	3	3	0.0008899	0.6555929
EIF4A2	gi|237681109|gn|ATP1A1:476| sodium/potassium-transporting ATPase subunit alpha-1 isoform c [Homo sapiens]	3	3	0.1158337	0.4762236
MEPCE	gi|237681109|gn|ATP1A1:476| sodium/potassium-transporting ATPase subunit alpha-1 isoform c [Homo sapiens]	3	3	0.0539588	0.5349667
EIF4A2	gi|238624257|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 2 [Homo sapiens]	3	7	1.0000000	0.0000000
MEPCE	gi|238624257|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 2 [Homo sapiens]	3	7	0.8406589	0.0235213
EIF4A2	gi|238776833|gn|ALYREF:10189| THO complex subunit 4 [Homo sapiens]	3	10	0.3470604	0.2655289
MEPCE	gi|238776833|gn|ALYREF:10189| THO complex subunit 4 [Homo sapiens]	3	10	0.7377984	0.0511340
EIF4A2	gi|239937451|gn|AHCY:191| adenosylhomocysteinase isoform 2 [Homo sapiens]	3	7	0.7307924	0.0535272
MEPCE	gi|239937451|gn|AHCY:191| adenosylhomocysteinase isoform 2 [Homo sapiens]	3	7	0.1597752	0.4312907
EIF4A2	gi|241982780|gn|PDCD6IP:10015| programmed cell death 6-interacting protein isoform 2 [Homo sapiens]	3	1	0.0133302	0.5930430
MEPCE	gi|241982780|gn|PDCD6IP:10015| programmed cell death 6-interacting protein isoform 2 [Homo sapiens]	3	1	0.6686668	0.0844778
EIF4A2	gi|242117893|gn|BAX:581| apoptosis regulator BAX isoform sigma [Homo sapiens]	3	2	0.5049198	0.1605356
MEPCE	gi|242117893|gn|BAX:581| apoptosis regulator BAX isoform sigma [Homo sapiens]	3	2	0.1775443	0.4142520
EIF4A2	gi|242117971|gn|RBMXL1:494115| RNA binding motif protein, X-linked-like-1 [Homo sapiens]	3	4	0.5365745	0.1427489
MEPCE	gi|242117971|gn|RBMXL1:494115| RNA binding motif protein, X-linked-like-1 [Homo sapiens]	3	4	0.8106482	0.0316865
EIF4A2	gi|242247001|gn|CLTCL1:8218| clathrin heavy chain 2 isoform 2 [Homo sapiens]	3	10	0.0728728	0.5167810
MEPCE	gi|242247001|gn|CLTCL1:8218| clathrin heavy chain 2 isoform 2 [Homo sapiens]	3	10	0.1218411	0.4682480
EIF4A2	gi|24234683|gn|USP11:8237| ubiquitin carboxyl-terminal hydrolase 11 [Homo sapiens]	3	1	0.3479776	0.2642160
MEPCE	gi|24234683|gn|USP11:8237| ubiquitin carboxyl-terminal hydrolase 11 [Homo sapiens]	3	1	1.0000000	0.0000000
EIF4A2	gi|24234686|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 2 [Homo sapiens]	3	17	0.0009881	0.6539906
MEPCE	gi|24234686|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 2 [Homo sapiens]	3	17	0.0003887	0.6617221
EIF4A2	gi|24234688|gn|HSPA9:3313| stress-70 protein, mitochondrial precursor [Homo sapiens]	3	24	0.0957333	0.4930121
MEPCE	gi|24234688|gn|HSPA9:3313| stress-70 protein, mitochondrial precursor [Homo sapiens]	3	24	0.1792018	0.4123498
EIF4A2	gi|24234690|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 2 [Homo sapiens]	3	1	0.4169217	0.2138358
MEPCE	gi|24234690|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 2 [Homo sapiens]	3	1	0.6945999	0.0655239
EIF4A2	gi|24234699|gn|KRT19:3880| keratin, type I cytoskeletal 19 [Homo sapiens]	3	4	0.5469251	0.1350239
MEPCE	gi|24234699|gn|KRT19:3880| keratin, type I cytoskeletal 19 [Homo sapiens]	3	4	0.6117417	0.1121636
EIF4A2	gi|24307919|gn|SNRNP27:11017| U4/U6	3	1	0.0001688	0.6649145
MEPCE	gi|24307919|gn|SNRNP27:11017| U4/U6	3	1	0.0544456	0.5344921
EIF4A2	gi|24307939|gn|CCT5:22948| T-complex protein 1 subunit epsilon [Homo sapiens]	3	19	0.0104036	0.6011742
MEPCE	gi|24307939|gn|CCT5:22948| T-complex protein 1 subunit epsilon [Homo sapiens]	3	19	0.0107212	0.5994554
EIF4A2	gi|24307971|gn|STK38L:23012| serine/threonine-protein kinase 38-like [Homo sapiens]	3	11	0.1845793	0.4085247
MEPCE	gi|24307971|gn|STK38L:23012| serine/threonine-protein kinase 38-like [Homo sapiens]	3	11	0.1211663	0.4688039
EIF4A2	gi|24308207|gn|LRRC47:57470| leucine-rich repeat-containing protein 47 [Homo sapiens]	3	3	0.2507898	0.3515572
MEPCE	gi|24308207|gn|LRRC47:57470| leucine-rich repeat-containing protein 47 [Homo sapiens]	3	3	0.1359512	0.4523292
EIF4A2	gi|24308295|gn|GRPEL1:80273| grpE protein homolog 1, mitochondrial precursor [Homo sapiens]	3	2	0.2487077	0.3547771
MEPCE	gi|24308295|gn|GRPEL1:80273| grpE protein homolog 1, mitochondrial precursor [Homo sapiens]	3	2	0.4016778	0.2238018
EIF4A2	gi|24430149|gn|NUP155:9631| nuclear pore complex protein Nup155 isoform 1 [Homo sapiens]	3	1	0.0033947	0.6334338
MEPCE	gi|24430149|gn|NUP155:9631| nuclear pore complex protein Nup155 isoform 1 [Homo sapiens]	3	1	0.0142494	0.5900723
EIF4A2	gi|24430151|gn|PSMC1:5700| 26S protease regulatory subunit 4 [Homo sapiens]	3	15	0.1868480	0.4069242
MEPCE	gi|24430151|gn|PSMC1:5700| 26S protease regulatory subunit 4 [Homo sapiens]	3	15	0.1275110	0.4617964
EIF4A2	gi|24430155|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 2 [Homo sapiens]	3	10	0.2918192	0.3160964
MEPCE	gi|24430155|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 2 [Homo sapiens]	3	10	0.0097575	0.6053181
EIF4A2	gi|24430190|gn|KRT15:3866| keratin, type I cytoskeletal 15 [Homo sapiens]	3	1	0.0527159	0.5354407
MEPCE	gi|24430190|gn|KRT15:3866| keratin, type I cytoskeletal 15 [Homo sapiens]	3	1	0.0708283	0.5182649
EIF4A2	gi|24432106|gn|KIAA1967:57805| DBIRD complex subunit KIAA1967 [Homo sapiens]	3	6	0.8890413	0.0144473
MEPCE	gi|24432106|gn|KIAA1967:57805| DBIRD complex subunit KIAA1967 [Homo sapiens]	3	6	0.8354403	0.0253222
EIF4A2	gi|24475847|gn|IVNS1ABP:10625| influenza virus NS1A-binding protein [Homo sapiens]	3	16	0.0719278	0.5170284
MEPCE	gi|24475847|gn|IVNS1ABP:10625| influenza virus NS1A-binding protein [Homo sapiens]	3	16	0.3410336	0.2685883
EIF4A2	gi|24497609|gn|NUP62:23636| nuclear pore glycoprotein p62 [Homo sapiens]	3	2	0.0654849	0.5231722
MEPCE	gi|24497609|gn|NUP62:23636| nuclear pore glycoprotein p62 [Homo sapiens]	3	2	0.0464864	0.5434133
EIF4A2	gi|24638454|gn|ATP2A2:488| sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [Homo sapiens]	3	1	0.0111019	0.5984950
MEPCE	gi|24638454|gn|ATP2A2:488| sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [Homo sapiens]	3	1	0.0401423	0.5512041
EIF4A2	gi|24762236|gn|PRPF38A:84950| pre-mRNA-splicing factor 38A [Homo sapiens]	3	5	0.0763556	0.5128002
MEPCE	gi|24762236|gn|PRPF38A:84950| pre-mRNA-splicing factor 38A [Homo sapiens]	3	5	0.0908114	0.4964175
EIF4A2	gi|24797086|gn|IPO5:3843| importin-5 [Homo sapiens]	3	8	0.3922849	0.2298850
MEPCE	gi|24797086|gn|IPO5:3843| importin-5 [Homo sapiens]	3	8	0.0819029	0.5052144
EIF4A2	gi|25121987|gn|NCAPH:23397| condensin complex subunit 2 [Homo sapiens]	3	4	0.2474109	0.3551327
MEPCE	gi|25121987|gn|NCAPH:23397| condensin complex subunit 2 [Homo sapiens]	3	4	0.2248283	0.3720388
EIF4A2	gi|25121993|gn|MSI2:124540| RNA-binding protein Musashi homolog 2 isoform b [Homo sapiens]	3	1	0.6767297	0.0756148
MEPCE	gi|25121993|gn|MSI2:124540| RNA-binding protein Musashi homolog 2 isoform b [Homo sapiens]	3	1	0.6745044	0.0776145
EIF4A2	gi|253970456|gn|HTATSF1:27336| HIV Tat-specific factor 1 [Homo sapiens]	3	4	0.1414444	0.4479562
MEPCE	gi|253970456|gn|HTATSF1:27336| HIV Tat-specific factor 1 [Homo sapiens]	3	4	0.4559394	0.1915500
EIF4A2	gi|253970500|gn|EWSR1:2130| RNA-binding protein EWS isoform 1 [Homo sapiens]	3	16	0.1970648	0.3978844
MEPCE	gi|253970500|gn|EWSR1:2130| RNA-binding protein EWS isoform 1 [Homo sapiens]	3	16	0.5707118	0.1289647
EIF4A2	gi|254692934|gn|GTF2I:2969| general transcription factor II-I isoform 5 [Homo sapiens]	3	32	0.2133507	0.3836484
MEPCE	gi|254692934|gn|GTF2I:2969| general transcription factor II-I isoform 5 [Homo sapiens]	3	32	0.2492936	0.3544214
EIF4A2	gi|25470886|gn|DAZAP1:26528| DAZ-associated protein 1 isoform b [Homo sapiens]	3	3	0.9548654	0.0044618
MEPCE	gi|25470886|gn|DAZAP1:26528| DAZ-associated protein 1 isoform b [Homo sapiens]	3	3	0.2997489	0.3078645
EIF4A2	gi|256222415|gn|FLNB:2317| filamin-B isoform 4 [Homo sapiens]	3	3	0.0397920	0.5518832
MEPCE	gi|256222415|gn|FLNB:2317| filamin-B isoform 4 [Homo sapiens]	3	3	0.3318971	0.2822473
EIF4A2	gi|256818796|gn|EIF4ENIF1:56478| eukaryotic translation initiation factor 4E transporter isoform a [Homo sapiens]	3	4	0.0802214	0.5075110
MEPCE	gi|256818796|gn|EIF4ENIF1:56478| eukaryotic translation initiation factor 4E transporter isoform a [Homo sapiens]	3	4	0.0017656	0.6466768
EIF4A2	gi|25777602|gn|PSMD2:5708| 26S proteasome non-ATPase regulatory subunit 2 [Homo sapiens]	3	23	0.1202567	0.4704665
MEPCE	gi|25777602|gn|PSMD2:5708| 26S proteasome non-ATPase regulatory subunit 2 [Homo sapiens]	3	23	0.0191041	0.5775928
EIF4A2	gi|25777612|gn|PSMD3:5709| 26S proteasome non-ATPase regulatory subunit 3 [Homo sapiens]	3	16	0.1010803	0.4885268
MEPCE	gi|25777612|gn|PSMD3:5709| 26S proteasome non-ATPase regulatory subunit 3 [Homo sapiens]	3	16	0.0682042	0.5217054
EIF4A2	gi|25777615|gn|PSMD7:5713| 26S proteasome non-ATPase regulatory subunit 7 [Homo sapiens]	3	8	0.2912160	0.3164842
MEPCE	gi|25777615|gn|PSMD7:5713| 26S proteasome non-ATPase regulatory subunit 7 [Homo sapiens]	3	8	0.0138543	0.5912652
EIF4A2	gi|25777713|gn|SKP1:6500| S-phase kinase-associated protein 1 isoform b [Homo sapiens]	3	6	0.2287935	0.3678563
MEPCE	gi|25777713|gn|SKP1:6500| S-phase kinase-associated protein 1 isoform b [Homo sapiens]	3	6	0.0093091	0.6064346
EIF4A2	gi|25777724|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 1 [Homo sapiens]	3	1	0.0000266	0.6673728
MEPCE	gi|25777724|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 1 [Homo sapiens]	3	1	0.0000508	0.6666935
EIF4A2	gi|258645150|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 2 [Homo sapiens]	3	2	1.0000000	0.0000000
MEPCE	gi|258645150|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 2 [Homo sapiens]	3	2	0.9994861	0.0000276
EIF4A2	gi|259013556|gn|FXR2:9513| fragile X mental retardation syndrome-related protein 2 [Homo sapiens]	3	7	0.9987025	0.0000680
MEPCE	gi|259013556|gn|FXR2:9513| fragile X mental retardation syndrome-related protein 2 [Homo sapiens]	3	7	0.3165192	0.2937736
EIF4A2	gi|260099725|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 4 [Homo sapiens]	3	3	0.0342597	0.5574983
MEPCE	gi|260099725|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 4 [Homo sapiens]	3	3	0.1146192	0.4778485
EIF4A2	gi|260274832|gn|ECI2:10455| enoyl-CoA delta isomerase 2, mitochondrial isoform 2 [Homo sapiens]	3	2	0.4291903	0.2037265
MEPCE	gi|260274832|gn|ECI2:10455| enoyl-CoA delta isomerase 2, mitochondrial isoform 2 [Homo sapiens]	3	2	0.6019397	0.1136193
EIF4A2	gi|261337165|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform LTBP-1L precursor [Homo sapiens]	3	1	0.0010392	0.6531106
MEPCE	gi|261337165|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform LTBP-1L precursor [Homo sapiens]	3	1	0.0003482	0.6626999
EIF4A2	gi|261337171|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform 3 precursor [Homo sapiens]	3	4	0.1578668	0.4334111
MEPCE	gi|261337171|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform 3 precursor [Homo sapiens]	3	4	0.0825021	0.5044455
EIF4A2	gi|261399875|gn|CCT7:10574| T-complex protein 1 subunit eta isoform c [Homo sapiens]	3	13	0.1759907	0.4152001
MEPCE	gi|261399875|gn|CCT7:10574| T-complex protein 1 subunit eta isoform c [Homo sapiens]	3	13	0.0458065	0.5443389
EIF4A2	gi|261399877|gn|CCT7:10574| T-complex protein 1 subunit eta isoform d [Homo sapiens]	3	2	0.0078361	0.6121157
MEPCE	gi|261399877|gn|CCT7:10574| T-complex protein 1 subunit eta isoform d [Homo sapiens]	3	2	0.0045201	0.6274697
EIF4A2	gi|261862352|gn|SHMT2:6472| serine hydroxymethyltransferase, mitochondrial isoform 3 [Homo sapiens]	3	13	0.1124449	0.4802714
MEPCE	gi|261862352|gn|SHMT2:6472| serine hydroxymethyltransferase, mitochondrial isoform 3 [Homo sapiens]	3	13	0.4650557	0.1862262
EIF4A2	gi|262206280|gn|DNAJC7:7266| dnaJ homolog subfamily C member 7 isoform 1 [Homo sapiens]	3	5	0.0690294	0.5204809
MEPCE	gi|262206280|gn|DNAJC7:7266| dnaJ homolog subfamily C member 7 isoform 1 [Homo sapiens]	3	5	0.1211272	0.4690817
EIF4A2	gi|266453748|gn|PFKM:5213| 6-phosphofructokinase, muscle type isoform 2 [Homo sapiens]	3	3	0.0255065	0.5686725
MEPCE	gi|266453748|gn|PFKM:5213| 6-phosphofructokinase, muscle type isoform 2 [Homo sapiens]	3	3	0.0972746	0.4916977
