Bait	Prey	#Rep	AvgP	BFDR
MEPCE	gi|25777612|gn|PSMD3:5709| 26S proteasome non-ATPase regulatory subunit 3 [Homo sapiens]	3	0.0000003	0.7317263
EIF4A2	gi|25777615|gn|PSMD7:5713| 26S proteasome non-ATPase regulatory subunit 7 [Homo sapiens]	3	0.0000188	0.7007436
MEPCE	gi|25777615|gn|PSMD7:5713| 26S proteasome non-ATPase regulatory subunit 7 [Homo sapiens]	3	0.0000004	0.7309432
EIF4A2	gi|25777713|gn|SKP1:6500| S-phase kinase-associated protein 1 isoform b [Homo sapiens]	3	0.0000001	0.7332789
MEPCE	gi|25777713|gn|SKP1:6500| S-phase kinase-associated protein 1 isoform b [Homo sapiens]	3	0.0000000	0.7361152
EIF4A2	gi|25777724|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 1 [Homo sapiens]	3	0.0000000	0.7349227
MEPCE	gi|25777724|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 1 [Homo sapiens]	3	0.0000001	0.7328372
EIF4A2	gi|258645150|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|258645150|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|259013556|gn|FXR2:9513| fragile X mental retardation syndrome-related protein 2 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|259013556|gn|FXR2:9513| fragile X mental retardation syndrome-related protein 2 [Homo sapiens]	3	0.0275581	0.4667425
EIF4A2	gi|260099725|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 4 [Homo sapiens]	3	0.0001640	0.6538751
MEPCE	gi|260099725|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 4 [Homo sapiens]	3	0.0461073	0.4369657
EIF4A2	gi|260274832|gn|ECI2:10455| enoyl-CoA delta isomerase 2, mitochondrial isoform 2 [Homo sapiens]	3	0.2211709	0.2864017
MEPCE	gi|260274832|gn|ECI2:10455| enoyl-CoA delta isomerase 2, mitochondrial isoform 2 [Homo sapiens]	3	0.7086368	0.0328310
EIF4A2	gi|261337165|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform LTBP-1L precursor [Homo sapiens]	3	0.0000166	0.7023999
MEPCE	gi|261337165|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform LTBP-1L precursor [Homo sapiens]	3	0.0000014	0.7252137
EIF4A2	gi|261337171|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform 3 precursor [Homo sapiens]	3	0.0000116	0.7076586
MEPCE	gi|261337171|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform 3 precursor [Homo sapiens]	3	0.0000004	0.7311674
EIF4A2	gi|261399875|gn|CCT7:10574| T-complex protein 1 subunit eta isoform c [Homo sapiens]	3	0.0000021	0.7222565
MEPCE	gi|261399875|gn|CCT7:10574| T-complex protein 1 subunit eta isoform c [Homo sapiens]	3	0.0000000	0.7356828
EIF4A2	gi|261399877|gn|CCT7:10574| T-complex protein 1 subunit eta isoform d [Homo sapiens]	3	0.0000006	0.7291359
MEPCE	gi|261399877|gn|CCT7:10574| T-complex protein 1 subunit eta isoform d [Homo sapiens]	3	0.0000000	0.7350315
EIF4A2	gi|261862352|gn|SHMT2:6472| serine hydroxymethyltransferase, mitochondrial isoform 3 [Homo sapiens]	3	0.0000052	0.7151444
MEPCE	gi|261862352|gn|SHMT2:6472| serine hydroxymethyltransferase, mitochondrial isoform 3 [Homo sapiens]	3	0.0291929	0.4642121
EIF4A2	gi|262206280|gn|DNAJC7:7266| dnaJ homolog subfamily C member 7 isoform 1 [Homo sapiens]	3	0.0000022	0.7221369
MEPCE	gi|262206280|gn|DNAJC7:7266| dnaJ homolog subfamily C member 7 isoform 1 [Homo sapiens]	3	0.0016181	0.5958584
EIF4A2	gi|266453748|gn|PFKM:5213| 6-phosphofructokinase, muscle type isoform 2 [Homo sapiens]	3	0.0004496	0.6277323
MEPCE	gi|266453748|gn|PFKM:5213| 6-phosphofructokinase, muscle type isoform 2 [Homo sapiens]	3	0.0042141	0.5599612
EIF4A2	gi|269847874|gn|YTHDC2:64848| probable ATP-dependent RNA helicase YTHDC2 [Homo sapiens]	3	0.0150854	0.4975514
MEPCE	gi|269847874|gn|YTHDC2:64848| probable ATP-dependent RNA helicase YTHDC2 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|27262630|gn|NASP:4678| nuclear autoantigenic sperm protein isoform 3 [Homo sapiens]	3	0.3224002	0.2429976
MEPCE	gi|27262630|gn|NASP:4678| nuclear autoantigenic sperm protein isoform 3 [Homo sapiens]	3	0.2604852	0.2690638
EIF4A2	gi|27262647|gn|ATXN2L:11273| ataxin-2-like protein isoform A [Homo sapiens]	3	0.3444031	0.1995859
MEPCE	gi|27262647|gn|ATXN2L:11273| ataxin-2-like protein isoform A [Homo sapiens]	3	0.1575093	0.3262061
EIF4A2	gi|27262653|gn|ATXN2L:11273| ataxin-2-like protein isoform E [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|27262653|gn|ATXN2L:11273| ataxin-2-like protein isoform E [Homo sapiens]	3	0.2171599	0.2898755
EIF4A2	gi|27436901|gn|MRPL12:6182| 39S ribosomal protein L12, mitochondrial [Homo sapiens]	3	0.0001854	0.6501230
MEPCE	gi|27436901|gn|MRPL12:6182| 39S ribosomal protein L12, mitochondrial [Homo sapiens]	3	0.1893894	0.3075867
EIF4A2	gi|27436908|gn|MRPL54:116541| 39S ribosomal protein L54, mitochondrial [Homo sapiens]	3	0.0000001	0.7342676
MEPCE	gi|27436908|gn|MRPL54:116541| 39S ribosomal protein L54, mitochondrial [Homo sapiens]	3	0.0000002	0.7326157
EIF4A2	gi|27477138|gn|ZC3HAV1:56829| zinc finger CCCH-type antiviral protein 1 isoform 2 [Homo sapiens]	3	0.0183427	0.4902289
MEPCE	gi|27477138|gn|ZC3HAV1:56829| zinc finger CCCH-type antiviral protein 1 isoform 2 [Homo sapiens]	3	0.6130452	0.0968400
EIF4A2	gi|27501446|gn|DENR:8562| density-regulated protein [Homo sapiens]	3	0.6707064	0.0527195
MEPCE	gi|27501446|gn|DENR:8562| density-regulated protein [Homo sapiens]	3	0.7086841	0.0322214
EIF4A2	gi|27734984|gn|C15orf63:25764| huntingtin-interacting protein K isoform 1 [Homo sapiens]	3	0.1434543	0.3379078
MEPCE	gi|27734984|gn|C15orf63:25764| huntingtin-interacting protein K isoform 1 [Homo sapiens]	3	0.1394308	0.3428523
EIF4A2	gi|27881506|gn|ABCF2:10061| ATP-binding cassette sub-family F member 2 isoform a [Homo sapiens]	3	0.0000807	0.6716598
MEPCE	gi|27881506|gn|ABCF2:10061| ATP-binding cassette sub-family F member 2 isoform a [Homo sapiens]	3	0.0000874	0.6687951
EIF4A2	gi|281427280|gn|CDK1:983| cyclin-dependent kinase 1 isoform 4 [Homo sapiens]	3	0.0000518	0.6810716
MEPCE	gi|281427280|gn|CDK1:983| cyclin-dependent kinase 1 isoform 4 [Homo sapiens]	3	0.0071020	0.5335400
EIF4A2	gi|28274701|gn|ZNF511:118472| zinc finger protein 511 [Homo sapiens]	3	0.0620313	0.4140130
MEPCE	gi|28274701|gn|ZNF511:118472| zinc finger protein 511 [Homo sapiens]	3	0.9998786	0.0000065
EIF4A2	gi|282847476|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 2 [Homo sapiens]	3	0.0000003	0.7315030
MEPCE	gi|282847476|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 2 [Homo sapiens]	3	0.0000018	0.7236839
EIF4A2	gi|283046710|gn|LARP4:113251| la-related protein 4 isoform f [Homo sapiens]	3	0.6701027	0.0533234
MEPCE	gi|283046710|gn|LARP4:113251| la-related protein 4 isoform f [Homo sapiens]	3	0.3458237	0.1982830
EIF4A2	gi|283135173|gn|FUS:2521| RNA-binding protein FUS isoform 3 [Homo sapiens]	3	0.0000204	0.6994893
MEPCE	gi|283135173|gn|FUS:2521| RNA-binding protein FUS isoform 3 [Homo sapiens]	3	0.0000424	0.6855782
EIF4A2	gi|28373194|gn|ADRM1:11047| proteasomal ubiquitin receptor ADRM1 precursor [Homo sapiens]	3	0.0026786	0.5771406
MEPCE	gi|28373194|gn|ADRM1:11047| proteasomal ubiquitin receptor ADRM1 precursor [Homo sapiens]	3	0.3343666	0.2227583
EIF4A2	gi|284507298|gn|OAT:4942| ornithine aminotransferase, mitochondrial isoform 2 [Homo sapiens]	3	0.0007650	0.6148626
MEPCE	gi|284507298|gn|OAT:4942| ornithine aminotransferase, mitochondrial isoform 2 [Homo sapiens]	3	0.6666906	0.0666469
EIF4A2	gi|288557345|gn|MOB2:81532| MOB kinase activator 2 isoform 1 [Homo sapiens]	3	0.0779889	0.3958000
MEPCE	gi|288557345|gn|MOB2:81532| MOB kinase activator 2 isoform 1 [Homo sapiens]	3	0.1438786	0.3362464
EIF4A2	gi|28872765|gn|PSMD12:5718| 26S proteasome non-ATPase regulatory subunit 12 isoform 2 [Homo sapiens]	3	0.0000335	0.6905540
MEPCE	gi|28872765|gn|PSMD12:5718| 26S proteasome non-ATPase regulatory subunit 12 isoform 2 [Homo sapiens]	3	0.0000577	0.6778876
EIF4A2	gi|28882049|gn|RFC2:5982| replication factor C subunit 2 isoform 2 [Homo sapiens]	3	0.0270817	0.4680008
MEPCE	gi|28882049|gn|RFC2:5982| replication factor C subunit 2 isoform 2 [Homo sapiens]	3	0.6382516	0.0867301
EIF4A2	gi|289176996|gn|PEG10:23089| retrotransposon-derived protein PEG10 isoform 3 [Homo sapiens]	3	0.2581761	0.2696382
MEPCE	gi|289176996|gn|PEG10:23089| retrotransposon-derived protein PEG10 isoform 3 [Homo sapiens]	3	0.3645989	0.1816134
EIF4A2	gi|289577116|gn|EIF4G2:1982| eukaryotic translation initiation factor 4 gamma 2 isoform 1 [Homo sapiens]	3	0.2720960	0.2656406
MEPCE	gi|289577116|gn|EIF4G2:1982| eukaryotic translation initiation factor 4 gamma 2 isoform 1 [Homo sapiens]	3	0.0875551	0.3862000
EIF4A2	gi|289629265|gn|SEC23B:10483| protein transport protein Sec23B isoform 1 [Homo sapiens]	3	0.1574721	0.3267679
MEPCE	gi|289629265|gn|SEC23B:10483| protein transport protein Sec23B isoform 1 [Homo sapiens]	3	0.0798943	0.3942953
EIF4A2	gi|29029559|gn|CSE1L:1434| exportin-2 isoform 1 [Homo sapiens]	3	0.0038959	0.5629172
MEPCE	gi|29029559|gn|CSE1L:1434| exportin-2 isoform 1 [Homo sapiens]	3	0.0022739	0.5825823
EIF4A2	gi|291084534|gn|OBSL1:23363| obscurin-like protein 1 isoform 2 precursor [Homo sapiens]	3	0.9922361	0.0002813
MEPCE	gi|291084534|gn|OBSL1:23363| obscurin-like protein 1 isoform 2 precursor [Homo sapiens]	3	0.0194920	0.4863050
EIF4A2	gi|291219927|gn|C9orf86:55684| rab-like protein 6 isoform 3 [Homo sapiens]	3	0.3399591	0.2066671
MEPCE	gi|291219927|gn|C9orf86:55684| rab-like protein 6 isoform 3 [Homo sapiens]	3	0.0098466	0.5152586
EIF4A2	gi|291219929|gn|C9orf86:55684| rab-like protein 6 isoform 4 [Homo sapiens]	3	0.2111294	0.2950538
MEPCE	gi|291219929|gn|C9orf86:55684| rab-like protein 6 isoform 4 [Homo sapiens]	3	0.0111184	0.5120236
EIF4A2	gi|291327497|gn|FGFR1:2260| fibroblast growth factor receptor 1 isoform 14 precursor [Homo sapiens]	3	0.3437950	0.2008855
MEPCE	gi|291327497|gn|FGFR1:2260| fibroblast growth factor receptor 1 isoform 14 precursor [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|291575128|gn|LDHB:3945| L-lactate dehydrogenase B chain [Homo sapiens]	3	0.0405190	0.4450690
MEPCE	gi|291575128|gn|LDHB:3945| L-lactate dehydrogenase B chain [Homo sapiens]	3	0.0000340	0.6901082
EIF4A2	gi|294774574|gn|PPP2R1B:5519| serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform d [Homo sapiens]	3	0.0069420	0.5358569
MEPCE	gi|294774574|gn|PPP2R1B:5519| serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform d [Homo sapiens]	3	0.4944432	0.1293948
EIF4A2	gi|294832006|gn|PPP2R2A:5520| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform isoform 2 [Homo sapiens]	3	0.0000016	0.7241564
MEPCE	gi|294832006|gn|PPP2R2A:5520| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform isoform 2 [Homo sapiens]	3	0.0004949	0.6260080
EIF4A2	gi|29568103|gn|SNRNP70:6625| U1 small nuclear ribonucleoprotein 70 kDa [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|29568103|gn|SNRNP70:6625| U1 small nuclear ribonucleoprotein 70 kDa [Homo sapiens]	3	0.6668454	0.0644112
EIF4A2	gi|29568111|gn|MYL9:10398| myosin regulatory light polypeptide 9 isoform a [Homo sapiens]	3	0.9780696	0.0009559
MEPCE	gi|29568111|gn|MYL9:10398| myosin regulatory light polypeptide 9 isoform a [Homo sapiens]	3	0.0002779	0.6403782
EIF4A2	gi|29570793|gn|CSNK2A1:1457| casein kinase II subunit alpha isoform b [Homo sapiens]	3	0.5257560	0.1219733
MEPCE	gi|29570793|gn|CSNK2A1:1457| casein kinase II subunit alpha isoform b [Homo sapiens]	3	0.1996560	0.3030434
EIF4A2	gi|29570798|gn|PPAT:5471| amidophosphoribosyltransferase proprotein [Homo sapiens]	3	0.0000031	0.7199661
MEPCE	gi|29570798|gn|PPAT:5471| amidophosphoribosyltransferase proprotein [Homo sapiens]	3	0.0078278	0.5288395
EIF4A2	gi|295821200|gn|CBS:875| cystathionine beta-synthase [Homo sapiens]	3	0.0000023	0.7220172
MEPCE	gi|295821200|gn|CBS:875| cystathionine beta-synthase [Homo sapiens]	3	0.0000626	0.6762717
EIF4A2	gi|295842332|gn|SF1:7536| splicing factor 1 isoform 5 [Homo sapiens]	3	0.9544223	0.0024329
MEPCE	gi|295842332|gn|SF1:7536| splicing factor 1 isoform 5 [Homo sapiens]	3	0.0638302	0.4120806
EIF4A2	gi|296010850|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform c [Homo sapiens]	3	0.0000002	0.7321718
MEPCE	gi|296010850|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform c [Homo sapiens]	3	0.0000004	0.7308309
EIF4A2	gi|296080746|gn|CTTN:2017| src substrate cortactin isoform c [Homo sapiens]	3	0.0002752	0.6405784
MEPCE	gi|296080746|gn|CTTN:2017| src substrate cortactin isoform c [Homo sapiens]	3	0.0006615	0.6180491
EIF4A2	gi|296179382|gn|CLTA:1211| clathrin light chain A isoform d [Homo sapiens]	3	0.0001046	0.6644906
MEPCE	gi|296179382|gn|CLTA:1211| clathrin light chain A isoform d [Homo sapiens]	3	0.0003217	0.6361222
EIF4A2	gi|296179386|gn|CLTA:1211| clathrin light chain A isoform e [Homo sapiens]	3	0.0000247	0.6956623
MEPCE	gi|296179386|gn|CLTA:1211| clathrin light chain A isoform e [Homo sapiens]	3	0.0000541	0.6796466
EIF4A2	gi|296317324|gn|GNL3L:54552| guanine nucleotide-binding protein-like 3-like protein [Homo sapiens]	3	0.0654395	0.4086736
MEPCE	gi|296317324|gn|GNL3L:54552| guanine nucleotide-binding protein-like 3-like protein [Homo sapiens]	3	0.4549050	0.1404546
EIF4A2	gi|297374789|gn|FMR1:2332| fragile X mental retardation protein 1 isoform ISO12 [Homo sapiens]	3	0.9999999	0.0000000
MEPCE	gi|297374789|gn|FMR1:2332| fragile X mental retardation protein 1 isoform ISO12 [Homo sapiens]	3	0.0337848	0.4543388
EIF4A2	gi|29788768|gn|TUBB2B:347733| tubulin beta-2B chain [Homo sapiens]	3	0.0000364	0.6892126
MEPCE	gi|29788768|gn|TUBB2B:347733| tubulin beta-2B chain [Homo sapiens]	3	0.6650675	0.0752447
EIF4A2	gi|29788785|gn|TUBB:203068| tubulin beta chain [Homo sapiens]	3	0.0000144	0.7043093
MEPCE	gi|29788785|gn|TUBB:203068| tubulin beta chain [Homo sapiens]	3	0.0000089	0.7109329
EIF4A2	gi|29826287|gn|MRPL47:57129| 39S ribosomal protein L47, mitochondrial isoform a [Homo sapiens]	3	0.0000457	0.6841932
MEPCE	gi|29826287|gn|MRPL47:57129| 39S ribosomal protein L47, mitochondrial isoform a [Homo sapiens]	3	0.0021954	0.5849868
EIF4A2	gi|29826335|gn|EIF2S2:8894| eukaryotic translation initiation factor 2 subunit 2 [Homo sapiens]	3	0.6748420	0.0459547
MEPCE	gi|29826335|gn|EIF2S2:8894| eukaryotic translation initiation factor 2 subunit 2 [Homo sapiens]	3	0.0148180	0.4983118
EIF4A2	gi|299890871|gn|DCTN1:1639| dynactin subunit 1 isoform 5 [Homo sapiens]	3	0.6689076	0.0557220
MEPCE	gi|299890871|gn|DCTN1:1639| dynactin subunit 1 isoform 5 [Homo sapiens]	3	0.3488483	0.1936767
EIF4A2	gi|300244569|gn|SRSF11:9295| serine/arginine-rich splicing factor 11 isoform 2 [Homo sapiens]	3	0.0001420	0.6582731
MEPCE	gi|300244569|gn|SRSF11:9295| serine/arginine-rich splicing factor 11 isoform 2 [Homo sapiens]	3	0.0000239	0.6966638
EIF4A2	gi|300360547|gn|SRSF10:10772| serine/arginine-rich splicing factor 10 isoform 3 [Homo sapiens]	3	0.7953649	0.0147229
MEPCE	gi|300360547|gn|SRSF10:10772| serine/arginine-rich splicing factor 10 isoform 3 [Homo sapiens]	3	0.1423185	0.3384596
EIF4A2	gi|300388183|gn|PSMD1:5707| 26S proteasome non-ATPase regulatory subunit 1 isoform 2 [Homo sapiens]	3	0.0000402	0.6872544
MEPCE	gi|300388183|gn|PSMD1:5707| 26S proteasome non-ATPase regulatory subunit 1 isoform 2 [Homo sapiens]	3	0.0000039	0.7178845
EIF4A2	gi|30089919|gn|POLDIP3:84271| polymerase delta-interacting protein 3 isoform 2 [Homo sapiens]	3	0.0018194	0.5920405
MEPCE	gi|30089919|gn|POLDIP3:84271| polymerase delta-interacting protein 3 isoform 2 [Homo sapiens]	3	0.7125506	0.0310049
EIF4A2	gi|301171475|gn|DDX3X:1654| ATP-dependent RNA helicase DDX3X isoform 3 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|301171475|gn|DDX3X:1654| ATP-dependent RNA helicase DDX3X isoform 3 [Homo sapiens]	3	0.6601581	0.0778487
EIF4A2	gi|301897479|gn|ENO3:2027| beta-enolase isoform 2 [Homo sapiens]	3	0.0003981	0.6309232
MEPCE	gi|301897479|gn|ENO3:2027| beta-enolase isoform 2 [Homo sapiens]	3	0.0000809	0.6714926
EIF4A2	gi|302058290|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 2 [Homo sapiens]	3	0.0000132	0.7059265
MEPCE	gi|302058290|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 2 [Homo sapiens]	3	0.0000001	0.7331686
EIF4A2	gi|302370985|gn|GRIP2:80852| glutamate receptor-interacting protein 2 [Homo sapiens]	3	0.0680253	0.4072082
MEPCE	gi|302370985|gn|GRIP2:80852| glutamate receptor-interacting protein 2 [Homo sapiens]	3	0.0838570	0.3907705
EIF4A2	gi|30260192|gn|ATPIF1:93974| ATPase inhibitor, mitochondrial isoform 3 precursor [Homo sapiens]	3	0.0034016	0.5684301
MEPCE	gi|30260192|gn|ATPIF1:93974| ATPase inhibitor, mitochondrial isoform 3 precursor [Homo sapiens]	3	0.0055591	0.5468071
EIF4A2	gi|302699239|gn|EIF4G1:1981| eukaryotic translation initiation factor 4 gamma 1 isoform 4 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|302699239|gn|EIF4G1:1981| eukaryotic translation initiation factor 4 gamma 1 isoform 4 [Homo sapiens]	3	0.9997808	0.0000094
EIF4A2	gi|302699247|gn|EIF4G1:1981| eukaryotic translation initiation factor 4 gamma 1 isoform 6 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|302699247|gn|EIF4G1:1981| eukaryotic translation initiation factor 4 gamma 1 isoform 6 [Homo sapiens]	3	0.0109819	0.5123849
EIF4A2	gi|303227924|gn|MATR3:9782| matrin-3 isoform a [Homo sapiens]	3	0.9893261	0.0004533
MEPCE	gi|303227924|gn|MATR3:9782| matrin-3 isoform a [Homo sapiens]	3	0.0648974	0.4096504
EIF4A2	gi|303227928|gn|MATR3:9782| matrin-3 isoform b [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|303227928|gn|MATR3:9782| matrin-3 isoform b [Homo sapiens]	3	0.6692644	0.0551255
EIF4A2	gi|303304987|gn|CARS:833| cysteine--tRNA ligase, cytoplasmic isoform e [Homo sapiens]	3	0.0001327	0.6598937
MEPCE	gi|303304987|gn|CARS:833| cysteine--tRNA ligase, cytoplasmic isoform e [Homo sapiens]	3	0.0823407	0.3922846
EIF4A2	gi|303521337|gn|MEPCE:56257| 7SK snRNA methylphosphate capping enzyme isoform B [Homo sapiens]	3	0.1242389	0.3553321
MEPCE	gi|303521337|gn|MEPCE:56257| 7SK snRNA methylphosphate capping enzyme isoform B [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|30410792|gn|PSME2:5721| proteasome activator complex subunit 2 [Homo sapiens]	3	0.1322493	0.3455800
MEPCE	gi|30410792|gn|PSME2:5721| proteasome activator complex subunit 2 [Homo sapiens]	3	0.1665811	0.3200101
EIF4A2	gi|30410794|gn|PSME3:10197| proteasome activator complex subunit 3 isoform 1 [Homo sapiens]	3	0.0095910	0.5177490
MEPCE	gi|30410794|gn|PSME3:10197| proteasome activator complex subunit 3 isoform 1 [Homo sapiens]	3	0.0501947	0.4305389
EIF4A2	gi|304376301|gn|TCOF1:6949| treacle protein isoform g [Homo sapiens]	3	0.0060881	0.5410724
MEPCE	gi|304376301|gn|TCOF1:6949| treacle protein isoform g [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|304434531|gn|NASP:4678| nuclear autoantigenic sperm protein isoform 4 [Homo sapiens]	3	0.0000535	0.6799643
MEPCE	gi|304434531|gn|NASP:4678| nuclear autoantigenic sperm protein isoform 4 [Homo sapiens]	3	0.0116638	0.5109374
EIF4A2	gi|304555583|gn|EEF1D:1936| elongation factor 1-delta isoform 1 [Homo sapiens]	3	0.3810730	0.1734918
MEPCE	gi|304555583|gn|EEF1D:1936| elongation factor 1-delta isoform 1 [Homo sapiens]	3	0.0276373	0.4663219
EIF4A2	gi|304555588|gn|EEF1D:1936| elongation factor 1-delta isoform 5 [Homo sapiens]	3	0.9999944	0.0000002
MEPCE	gi|304555588|gn|EEF1D:1936| elongation factor 1-delta isoform 5 [Homo sapiens]	3	0.9121423	0.0042470
EIF4A2	gi|30581135|gn|SMC1A:8243| structural maintenance of chromosomes protein 1A [Homo sapiens]	3	0.0187444	0.4886660
MEPCE	gi|30581135|gn|SMC1A:8243| structural maintenance of chromosomes protein 1A [Homo sapiens]	3	0.0022394	0.5836544
EIF4A2	gi|306482646|gn|SRSF2:6427| serine/arginine-rich splicing factor 2 [Homo sapiens]	3	0.0281265	0.4654790
MEPCE	gi|306482646|gn|SRSF2:6427| serine/arginine-rich splicing factor 2 [Homo sapiens]	3	0.0184649	0.4898390
EIF4A2	gi|306482694|gn|SRSF7:6432| serine/arginine-rich splicing factor 7 isoform 2 [Homo sapiens]	3	0.4448526	0.1457414
MEPCE	gi|306482694|gn|SRSF7:6432| serine/arginine-rich splicing factor 7 isoform 2 [Homo sapiens]	3	0.0772375	0.3968014
EIF4A2	gi|306774087|gn|TFG:10342| protein TFG isoform 1 [Homo sapiens]	3	0.3340224	0.2239570
MEPCE	gi|306774087|gn|TFG:10342| protein TFG isoform 1 [Homo sapiens]	3	0.0008561	0.6127864
EIF4A2	gi|30795212|gn|IGF2BP3:10643| insulin-like growth factor 2 mRNA-binding protein 3 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|30795212|gn|IGF2BP3:10643| insulin-like growth factor 2 mRNA-binding protein 3 [Homo sapiens]	3	0.8916202	0.0063414
EIF4A2	gi|308818200|gn|DPYSL3:1809| dihydropyrimidinase-related protein 3 isoform 1 [Homo sapiens]	3	0.0077754	0.5295164
MEPCE	gi|308818200|gn|DPYSL3:1809| dihydropyrimidinase-related protein 3 isoform 1 [Homo sapiens]	3	0.0000244	0.6962354
EIF4A2	gi|310750366|gn|MAP7:9053| ensconsin isoform 7 [Homo sapiens]	3	0.3997095	0.1605814
MEPCE	gi|310750366|gn|MAP7:9053| ensconsin isoform 7 [Homo sapiens]	3	0.0647201	0.4101378
EIF4A2	gi|310750370|gn|MAP7:9053| ensconsin isoform 8 [Homo sapiens]	3	0.0000405	0.6871028
MEPCE	gi|310750370|gn|MAP7:9053| ensconsin isoform 8 [Homo sapiens]	3	0.0000125	0.7067285
EIF4A2	gi|311078508|gn|RBBP7:5931| histone-binding protein RBBP7 isoform 1 [Homo sapiens]	3	0.6298416	0.0909576
MEPCE	gi|311078508|gn|RBBP7:5931| histone-binding protein RBBP7 isoform 1 [Homo sapiens]	3	0.6983908	0.0352799
EIF4A2	gi|311771525|gn|RBM14:10432| RNA-binding protein 14 isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|311771525|gn|RBM14:10432| RNA-binding protein 14 isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|311771535|gn|CCT2:10576| T-complex protein 1 subunit beta isoform 2 [Homo sapiens]	3	0.0000061	0.7137543
